'2023-10-07T22:30:09+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:11+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:11+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:13+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:14+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:15+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:16+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:17+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:18+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:19+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:20+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:21+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:22+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:23+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:24+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:25+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:26+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:27+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:28+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:29+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:30+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:31+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:32+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:33+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:34+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:43+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:45+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:46+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:47+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:50+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:51+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:52+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:53+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:54+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:55+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:30:57+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:09+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:10+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:11+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:12+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:13+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:14+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:15+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:16+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:17+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:18+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:19+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:20+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:21+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:22+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:23+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:24+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:25+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:26+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:27+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:28+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:29+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:30+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:31+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:32+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:33+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:34+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:43+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:46+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:47+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:48+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:49+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:50+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:51+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:52+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:53+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:54+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:55+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
'2023-10-07T22:31:57+00:00',btc_mxn,457240.0,457240.02,4.374070322765372e-06
